#iata,airport,city,state,country
HEF,Manassas Reg./Harry P Davis,Manassas,VA,USA
HEI,Hettinger Municipal,Hettinger,ND,USA
HEQ,Holyoke,Holyoke,CO,USA
HEZ,Natchez-Adams County,Natchez,MS,USA
HFD,Hartford Brainard,Hartford,CT,USA
HFY,Greenwood Municipal,Indianapolis/Greenwood,IN,USA
HGR,Hagerstown Regional-Richard Henson,Hagerstown,MD,USA
HHF,Hemphill County,Canadian,TX,USA
HHG,Huntington Municipal,Huntington,IN,USA
HHH,Hilton Head,NA,NA,USA
HHR,Jack Northrop Field/Hawthorne Municipal,Hawthorne,CA,USA
HHW,Stan Stamper Municipal,Hugo,OK,USA
HI01,Princeville,Hanalei,HI,USA
HIB,Chisholm-Hibbing,Hibbing,MN,USA
HIE,Mt Washington Regional,Whitefield,NH,USA
HIG,Higginsville Industrial Municipal,Higginsville,MO,USA
HII,Lake Havasu City,Lake Havasu City,AZ,USA
HIO,Portland-Hillsboro,Hillsboro (Portland),OR,USA
HJH,Hebron Municipal,Hebron,NE,USA
HJO,Hanford Municipal,Hanford,CA,USA
HKA,Blytheville Municipal,Blytheville,AR,USA
HKS,Hawkins,Jackson,MS,USA
HKY,Hickory Municipal,Hickory,NC,USA
HLC,Hill City Municipal,Hill City,KS,USA
HLG,Wheeling-Ohio Cty,Wheeling,WV,USA
HLN,Helena Regional,Helena,MT,USA
HLX,Twin County,Galax,VA,USA
HMT,Hemet-Ryan,Hemet,CA,USA
HMZ,Bedford County,Bedford,PA,USA
HNB,Huntingburg,Huntingburg,IN,USA
HNH,Hoonah,Hoonah,AK,USA
HNL,Honolulu International,Honolulu,HI,USA
HNM,Hana,Hana,HI,USA
HNR,Harlan Municipal,Harlan,IA,USA
HNS,Haines,Haines,AK,USA
HNZ,Henderson-Oxford,Oxford,NC,USA
HOB,Lea County Regional,Hobbs,NM,USA
HOC,Highland County,Hillsboro,OH,USA
HOE,Homerville,Homerville,GA,USA
HOM,Homer,Homer,AK,USA
HON,Huron Regional,Huron,SD,USA
HOT,Memorial,Hot Springs,AR,USA
HOU,William P Hobby,Houston,TX,USA
HPB,Hooper Bay,Hooper Bay,AK,USA
HPN,Westchester Cty,White Plains,NY,USA
HPT,Hampton Municipal,Hampton,IA,USA
HQG,Hugoton Municipal,Hugoton,KS,USA
HQM,Bowerman,Hoquiam,WA,USA
HQU,Thomson-McDuffie County,Thomson,GA,USA
HQZ,Mesquite Metro,Mesquite,TX,USA
HRI,Hermiston Muni,Hermiston,OR,USA
HRL,Valley International,Harlingen,TX,USA
HRO,Boone County,Harrison,AR,USA
HRR,Healy River,Healy,AK,USA
HRU,Herington Municipal,Herington,KS,USA
HRX,Hereford Municipal,Hereford,TX,USA
HSA,Stennis International,Bay St Louis,MS,USA
HSB,Harrisburg-Raleigh,Harrisburg,IL,USA
HSE,Billy Mitchell,Hatteras,NC,USA
HSI,Hastings Municipal,Hastings,NE,USA
HSL,Huslia,Huslia,AK,USA
HSP,Ingalls,Hot Springs,VA,USA
HSR,Hot Springs Municipal,Hot Springs,SD,USA
HSV,Huntsville International,Huntsville,AL,USA
HTH,Hawthorne Municipal,Hawthorne,NV,USA
HTL,Roscommon County,Houghton Lake,MI,USA
HTO,East Hampton,East Hampton,NY,USA
HTS,Tri-State/Walker-Long,Huntington,WV,USA
HTW,Lawrence County Airpark,Inc,Chesapeake,OH
HUF,Terre Haute International-Hulman,Terre Haute,IN,USA
HUL,Houlton International,Houlton,ME,USA
HUM,Houma-Terrebonne,Houma,LA,USA
HUS,Hughes,Hughes,AK,USA
HUT,Hutchinson Municipal,Hutchinson,KS,USA
HVC,Hopkinsville-Christian County,Hopkinsville,KY,USA
HVE,Hanksville,Hanksville,UT,USA
HVN,Tweed-New Haven,New Haven,CT,USA
HVR,Havre City-County,Havre,MT,USA
HVS,Hartsville Municipal,Hartsville,SC,USA
HWD,Hayward Executive,Hayward,CA,USA
HWI,Hawk Inlet SPB,Hawk Inlet,AK,USA
HWO,North Perry,Hollywood,FL,USA
HWQ,Wheatland County  At Harlowton,Harlowton,MT,USA
HWV,Brookhaven,Shirley,NY,USA
HXD,Hilton Head,Hilton Head Island,SC,USA
HXF,Hartford Municipal,Hartford,WI,USA
HYA,Barnstable Mun Boardman/Polando,Hyannis,MA,USA
HYG,Hydaburg SPB,Hydaburg,AK,USA
HYI,San Marcos Municipal,San Marcos,TX,USA
HYL,Hollis SPB,Hollis,AK,USA
HYR,Sawyer County,Hayward,WI,USA
HYS,Hays Municipal,Hays,KS,USA
HYW,Conway-Horry County,Conway,SC,USA
HZD,Carroll County,Huntingdon,TN,USA
HZE,Mercer County Regional,Hazen,ND,USA
HZL,Hazleton Muni,Hazleton,PA,USA
HZR,False River Air Park,New Roads,LA,USA
HZY,Ashtabula County,Ashtabula,OH,USA
I05,Sturgis Municipal,Sturgis,KY,USA
I12,Sidney Municipal,Sidney,OH,USA
I16,Kee,Pineville,WV,USA
I18,Jackson County,Ravenswood,WV,USA
I19,Greene County,Dayton,OH,USA
I22,Randolph County,Winchester,IN,USA
I23,Fayette County,Washington Court House,OH,USA
I25,Welch Muni,Welch,WV,USA
I32,Morehead-Rowan County,Morehead,KY,USA
I34,Greensburg-Decatur County,Greensburg,IN,USA
I35,Tucker-Guthrie Memorial,Harlan,KY,USA
I39,Madison County,Richmond,KY,USA
I40,Richard Downing,Coshocton,OH,USA
I42,Paoli Municipal,Paoli,IN,USA
I43,James A Rhodes,Jackson,OH,USA
I50,Stanton,Stanton,KY,USA
I57,Pike County,Waverly,OH,USA
I63,Mt. Sterling Municipal,Mt. Sterling,IL,USA
I66,Clinton,Wilmington,OH,USA
I67,Cincinnati West,Harrison,OH,USA
I68,Lebanon-Warren County,Lebanon,OH,USA
I69,Clermont County,Batavia,OH,USA
I74,Grimes,Urbana,OH,USA
I75,Osceola Municipal,Osceola,IA,USA
I76,Peru Municipal,Peru,IN,USA
I78,Union County,Marysville,OH,USA
I83,Salem Municipal,Salem,IN,USA
I86,Perry County,New Lexington,OH,USA
I88,Pontiac Municipal,Pontiac,IL,USA
I93,Breckinridge County,Hardinsburg,KY,USA
I95,Hardin County,Kenton,OH,USA
IAD,Washington Dulles International,Chantilly,VA,USA
IAG,Niagara Falls Intl,Niagara Falls,NY,USA
IAH,George Bush Intercontinental,Houston,TX,USA
IAN,Bob Baker Memorial,Kiana,AK,USA
IBM,Robert E. Arraj,Kimball,NE,USA
ICL,Schenck,Clarinda,IA,USA
ICT,Wichita Mid-Continent,Wichita,KS,USA
IDA,Idaho Falls Regional,Idaho Falls,ID,USA
IDI,Indiana Cty/Jimmy Stewart,Indiana,PA,USA
IDL,Indianola Municipal,Indianola,MS,USA
IDP,Independence Municipal,Independence,KS,USA
IEM,Whittier,Whittier,AK,USA
IEN,Pine Ridge,Pine Ridge,SD,USA
IER,Natchitoches Municipal,Natchitoches,LA,USA
IFA,Iowa Falls Municipal,Iowa Falls,IA,USA
IFP,Laughlin/Bullhead International,Bullhead City,AZ,USA
IGG,Igiugig,Igiugig,AK,USA
IGM,Kingman,Kingman,AZ,USA
IGQ,Lansing Municipal,Chicago/Lansing,IL,USA
IGT,Nightmute,Nightmute,AK,USA
IIB,Independence Municipal,Independence,IA,USA
IIK,Kipnuk,Kipnuk,AK,USA
IIY,Washington-Wilkes County,Washington,GA,USA
IJD,Windham,Willimantic,CT,USA
IJX,Jacksonville Municipal,Jacksonville,IL,USA
IKK,Greater Kankakee,Kankakee,IL,USA
IKV,Ankeny Regional,Ankeny,IA,USA
ILE,Killeen Municipal,Killeen,TX,USA
ILG,New Castle County,Wilmington,DE,USA
ILI,Iliamna,Iliamna,AK,USA
ILM,Wilmington International,Wilmington,NC,USA
IML,Imperial Municipal,Imperial,NE,USA
IMM,Immokalee,Immokalee,FL,USA
IMS,Madison Municipal,Madison,IN,USA
IMT,Ford,Iron Mountain/Kingsford,MI,USA
IN03,Indianapolis Downtown,Indianapolis,IN,USA
IND,Indianapolis International,Indianapolis,IN,USA
INK,Winkler County,Wink,TX,USA
INL,Falls International,International Falls,MN,USA
INT,Smith Reynolds,Winston-Salem,NC,USA
INW,Winslow-Lindbergh Regional,Winslow,AZ,USA
IOB,Mt Sterling-Montgomery County,Mount Sterling,KY,USA
IOW,Iowa City Municipal,Iowa City,IA,USA
IPJ,Lincoln County,Lincolnton,NC,USA
IPL,Imperial County,Imperial,CA,USA
IPT,Williamsport-Lycoming Cty,Williamsport,PA,USA
IRK,Kirksville Regional,Kirksville,MO,USA
IRS,Kirsch Municipal,Sturgis,MI,USA
ISM,Kissimmee Municipal,Orlando,FL,USA
ISN,Sloulin Field International,Williston,ND,USA
ISO,Kinston Regional Jetport At Stallin,Kinston,NC,USA
ISP,Long Island - MacArthur,Islip,NY,USA
ISQ,Schoolcraft County,Manistique,MI,USA
ISW,Alexander,Wisconsin Rapids,WI,USA
ISZ,Cincinnati-Blue Ash,Cincinnati,OH,USA
ITH,Tompkins Cty,Ithaca,NY,USA
ITO,Hilo International,Hilo,HI,USA
ITR,Kit Carson County,Burlington,CO,USA
IWA,Williams Gateway,Phoenix,AZ,USA
IWD,Gogebic County,Ironwood,MI,USA
IWH,Wabash Municipal,Wabash,IN,USA
IWI,Wiscasset,Wiscasset,ME,USA
IWK,Wales,Wales,AK,USA
IWS,West Houston,Houston,TX,USA
IXD,New Century Aircenter,Olathe,KS,USA
IYK,Inyokern,Inyokern,CA,USA
IYS,Wasilla,Wasilla,AK,USA
IZA,Santa Ynez,Santa Ynez,CA,USA
IZG,Eastern Slopes Regional,Fryeburg,ME,USA
JAC,Jackson Hole,Jackson,WY,USA
JAN,Jackson International,Jackson,MS,USA
JAS,Jasper County -Bell,Jasper,TX,USA
JAU,Campbell County,Jacksboro,TN,USA
JAX,Jacksonville International,Jacksonville,FL,USA
JBR,Jonesboro Municipal,Jonesboro,AR,USA
JCT,Kimble County,Junction,TX,USA
JDN,Jordan,Jordan,MT,USA
JEF,Jefferson City Memorial,Jefferson City,MO,USA
JER,Jerome County,Jerome,ID,USA
JES,Jesup-Wayne County,Jesup,GA,USA
JFK,John F Kennedy Intl,New York,NY,USA
JFX,Walker County,Jasper,AL,USA
JHM,Kapalua,Lahaina,HI,USA
JHW,Chautauqua Cty,Jamestown,NY,USA
JKA,Jack Edwards,Gulf Shores,AL,USA
JKJ,Moorhead Municipal,Moorhead,MN,USA
JKL,Julian Carroll,Jackson,KY,USA
JLN,Joplin Regional,Joplin,MO,USA
JMR,Mora Municipal,Mora,MN,USA
JMS,Jamestown Municipal,Jamestown,ND,USA
JNU,Juneau International,Juneau,AK,USA
JNX,Johnston County,Smithfield,NC,USA
JOT,Joliet Park District,Chicago/Joliet,IL,USA
JQF,Concord Regional,Concord,NC,USA
JRA,Port Authority-W 30th St Midtown Heliport,New York,NY,USA
JRB,Downtown Manhattan/Wall St. Heliport,New York,NY,USA
JRF,Kalaeloa (John Rodgers ),Kapolei,HI,USA
JSO,Jacksonville-Cherokee County,Jacksonville,TX,USA
JST,Johnstown-Cambria Cty,Johnstown,PA,USA
JVL,Rock County,Janesville,WI,USA
JVY,Clark County,Jeffersonville,IN,USA
JWG,Watonga,Watonga,OK,USA
JWN,John C. Tune,Nashville,TN,USA
JXN,Jackson County Reynolds,Jackson,MI,USA
JYG,St James Municipal,St James,MN,USA
JYL,Plantation Airpark,Sylvania,GA,USA
JYM,Hillsdale Municipal,Hillsdale,MI,USA
JYO,Leesburg Executive,Leesburg,VA,USA
JYR,Municipal,York,NE,USA
JZI,Charleston Executive,Charleston,SC,USA
JZP,Pickens County,Jasper,GA,USA
JZZ,Koliganek,Koliganek,AK,USA
K01,Farington,Auburn,NE,USA
K02,Perryville Municipal,Perryville,MO,USA
K06,Greater Beardstown,Beardstown,IL,USA
K09,Piseco Muni,Piseco,NY,USA
K15,Linn Creek-Grand Glaize Memorial,Osage Beach,MO,USA
K20,Wendell H. Ford,Hazard,KY,USA
K22,Big Sandy Regional,Prestonburg,KY,USA
K24,Russell County,Jamestown,KY,USA
K29,Council,Council,AK,USA
K33,Salem Memorial,Salem,MO,USA
K34,Municipal,Gardner,KS,USA
K39,St Clair Memorial,St Clair,MO,USA
K46,Blair Municipal,Blair,NE,USA
K54,Teller,Teller,AK,USA
K57,Gould Peterson Municipal,Tarkio,MO,USA
K59,Amelia Earhart,Atchison,KS,USA
K61,Moritz Memorial,Beloit,KS,USA
K62,Falmouth Pendleton County,Falmouth,KY,USA
K67,Oswego Municipal,Oswego,KS,USA
K68,Garnett Municipal,Garnett,KS,USA
K78,Abilene Municipal,Abilene.,KS,USA
K81,Miami County,Paola,KS,USA
K82,Smith Center Municipal,Smith Center,KS,USA
K83,Sabetha Municipal,Sabetha,KS,USA
K88,Allen County,Iola,KS,USA
K89,Macon-Fower Memorial,Macon,MO,USA
K96,Tuscola,Tuscola,IL,USA
KAE,Kake SPB,Kake,AK,USA
KAL,Kaltag,Kaltag,AK,USA
KCC,Coffman Cove SPB,Coffman Cove,AK,USA
KCL,Chignik Lagoon,Chignik Flats,AK,USA
KEB,English Bay,English Bay,AK,USA
KEK,Ekwok,Ekwok,AK,USA
KFP,False Pass,False Pass,AK,USA
KGX,Grayling,Grayling,AK,USA
KIB,Ivanof Bay SPB,Ivanof Bay,AK,USA
KIC,Mesa Del Rey,King City,CA,USA
KKA,Koyuk,Koyuk,AK,USA
KKB,Kitoi Bay SPB,Kitoi Bay,AK,USA
KLG,Kalskag,Kalskag,AK,USA
KLL,Levelock,Levelock,AK,USA
KLS,Kelso-Longview,Kelso,WA,USA
KNB,Kanab Muni,Kanab,UT,USA
KNW,Stuyahok,New Stuyahok,AK,USA
KOA,Kona International At Keahole,Kailua/Kona,HI,USA
KPB,Point Baker SPB,Point Baker,AK,USA
KPH,Pauloff Harbor SPB,Pauloff Harbor,AK,USA
KQA,Akutan SPB,Akutan,AK,USA
KSM,St. Mary's,St. Mary's,AK,USA
KTB,Thorne Bay,Thorne Bay,AK,USA
KTN,Ketchikan International,Ketchikan,AK,USA
KTS,Brevig Mission,Brevig Mission,AK,USA
KVC,King Cove,King Cove,AK,USA
KVL,Kivalina,Kivalina,AK,USA
KWT,Kwethluk,Kwethluk,AK,USA
KXA,Kasaan SPB,Kasaan,AK,USA
KYK,Karluk,Karluk,AK,USA
KYU,Koyukuk,Koyukuk,AK,USA
L04,Holtville,Holtville,CA,USA
L05,Kern Valley,Kernville,CA,USA
L06,Furnace Creek,Death Valley National Park,CA,USA
L08,Borrego Valley,Borrego Springs,CA,USA
L12,Redlands Municipal,Redlands,CA,USA
L15,Henderson,Las Vegas,NV,USA
L17,Taft-Kern County,Taft,CA,USA
L18,Fallbrook Community Airpark,Fallbrook,CA,USA
L19,Wasco-Kern County,Wasco,CA,USA
L26,Hesperia,Hesperia,CA,USA
L31,Greater St. Tammany Parish,Covington,LA,USA
L35,Big Bear City,Big Bear,CA,USA
L38,Louisiana Regional,Gonzales,LA,USA
L39,Leesville,Leesville,LA,USA
L42,Allen Parish,Oakdale,LA,USA
L45,Bakersfield Municipal,Bakersfield,CA,USA
L49,South Lafourche,Galliano,LA,USA
L52,Oceano County,Oceano,CA,USA
L67,Rialto Municipal,Rialto,CA,USA
L70,Agua Dulce Airpark,Agua Dulce,CA,USA
L71,California City Municipal,California City,CA,USA
L72,Trona,Trona,CA,USA
L75,Southland,Sulphur,LA,USA
L83,Thibodaux Municipal,Thibodaux,LA,USA
L84,Lost Hills-Kern County,Lost Hills,CA,USA
L92,Alamo Landing,Alamo,NV,USA
LAA,Lamar Muni,Lamar,CO,USA
LAF,Purdue University,Lafayette,IN,USA
LAL,Lakeland Linder Regional,Lakeland,FL,USA
LAM,Los Alamos,Los Alamos,NM,USA
LAN,Capital City,Lansing,MI,USA
LAR,Laramie Regional,Laramie,WY,USA
LAS,McCarran International,Las Vegas,NV,USA
LAW,Lawton-Ft Sill Regional,Lawton,OK,USA
LAX,Los Angeles International,Los Angeles,CA,USA
LBB,Lubbock International,Lubbock,TX,USA
LBE,Arnold Palmer Regional,Latrobe,PA,USA
LBF,North Platte Regional,North Platte,NE,USA
LBL,Liberal Municipal,Liberal,KS,USA
LBO,Floyd W Jones Lebanon,Lebanon,MO,USA
LBT,Lumberton Municipal,Lumberton,NC,USA
LBX,Brazoria County,Angleton,TX,USA
LCG,Wayne Municipal,Wayne,NE,USA
LCH,Lake Charles Regional,Lake Charles,LA,USA
LCI,Laconia Municipal,Laconia,NH,USA
LCK,Rickenbacker International,Columbus,OH,USA
LCQ,Lake City Municipal,Lake City,FL,USA
LDJ,Linden,Linden,NJ,USA
LDM,Mason County,Ludington,MI,USA
LEB,Lebanon Municipal,Lebanon,NH,USA
LEE,Leesburg Regional,Leesburg,FL,USA
LEM,Lemmon Municipal,Lemmon,SD,USA
LEW,Auburn-Lewiston Municipal,Auburn-Lewiston,ME,USA
LEX,Blue Grass,Lexington,KY,USA
LFK,Lufkin-Angelina County,Lufkin,TX,USA
LFT,Lafayette Regional,Lafayette,LA,USA
LGA,LaGuardia,New York,NY,USA
LGB,Long Beach (Daugherty ),Long Beach,CA,USA
LGC,LaGrange-Callaway,Lagrange,GA,USA
LGD,La Grande/Union County,La Grande,OR,USA
LGU,Logan-Cache,Logan,UT,USA
LHD,Lake Hood SPB,Anchorage,AK,USA
LHM,Lincoln Regional,Lincoln,CA,USA
LHQ,Fairfield County,Lancaster,OH,USA
LHV,Wm T Piper Memorial,Lock Haven,PA,USA
LHX,La Junta Muni,La Junta,CO,USA
LHZ,Franklin County,Louisburg,NC,USA
LIC,Limon Municipal,Limon,CO,USA
LIH,Lihue,Lihue,HI,USA
LIT,Adams,Little Rock,AR,USA
LJF,Litchfield Municipal,Litchfield,MN,USA
LKP,Lake Placid,Lake Placid,NY,USA
LKR,Lancaster County,Lancaster,SC,USA
LKU,Louisa County / Freeman,Louisa,VA,USA
LKV,Lake County,Lakeview,OR,USA
LLJ,Challis,Challis,ID,USA
LLQ,Monticello Municipal,Monticello,AR,USA
LLU,Lamar Municipal,Lamar,MO,USA
LMS,Louisville-Winston County,Louisville,MS,USA
LMT,Klamath Falls International,Klamath Falls,OR,USA
LNA,Palm Beach County Park,Lantana,FL,USA
LNC,Lancaster,Lancaster,TX,USA
LND,Hunt,Lander,WY,USA
LNK,Lincoln Municipal,Lincoln,NE,USA
LNL,Kings Land O' Lakes,Land O' Lakes,WI,USA
LNN,Lost Nation,Willoughby,OH,USA
LNP,Lonesome Pine,Wise,VA,USA
LNS,Lancaster,Lancaster,PA,USA
LNY,Lanai,Lanai City,HI,USA
LOL,Derby,Lovelock,NV,USA
LOT,Lewis University,Chicago/Romeoville,IL,USA
LOU,Bowman,Louisville,KY,USA
LOZ,London-Corbin  Magee,London,KY,USA
LPC,Lompoc,Lompoc,CA,USA
LPR,Lorain Co Regional,Lorain/Elyria,OH,USA
LQK,Pickens County,Pickens,SC,USA
LQR,Larned-Pawnee County,Larned,KS,USA
LRD,Laredo International,Laredo,TX,USA
LRG,Lincoln Regional,Lincoln,ME,USA
LRJ,Le Mars Municipal,Le Mars,IA,USA
LRU,Las Cruces International,Las Cruces,NM,USA
LSB,Lordsburg Municipal,Lordsburg,NM,USA
LSE,La Crosse Municipal,La Crosse,WI,USA
LSK,Lusk Muni,Lusk,WY,USA
LSN,Los Banos Municipal,Los Banos,CA,USA
LUG,Ellington,Lewisburg,TN,USA
LUK,Cincinnati Muni-Lunken,Cincinnati,OH,USA
LUL,Hesler-Noble,Laurel,MS,USA
LUP,Kalaupapa,Kalaupapa,HI,USA
LVJ,Clover,Houston,TX,USA
LVK,Livermore Municipal,Livermore,CA,USA
LVM,Mission,Livingston,MT,USA
LVN,Airlake,Minneapolis,MN,USA
LVS,Las Vegas Municipal,Las Vegas,NM,USA
LWB,Greenbrier Valley,Lewisburg,WV,USA
LWC,Lawrence Municipal,Lawrence,KS,USA
LWD,Lamoni Municipal,Lamoni,IA,USA
LWL,Wells Municipal/Harriet,Wells,NV,USA
LWM,Lawrence Municipal,Lawrence,MA,USA
LWS,Lewiston-Nez Perce County,Lewiston,ID,USA
LWT,Lewistown Muni,Lewistown,MT,USA
LWV,Lawrenceville-Vincennes Municipal,Lawrenceville,IL,USA
LXL,Little Falls - Morrison County,Little Falls,MN,USA
LXN,Lexington (Jim Kelly ),Lexington,NE,USA
LXT,Lee's Summit Municipal,Lee's Summit,MO,USA
LXV,Lake County,Leadville,CO,USA
LXY,Mexia-Limestone County,Mexia,TX,USA
LYH,Lynchburg Municipal-Preston Glenn,Lynchburg,VA,USA
LYO,Lyons-Rice County Municipal,Lyons,KS,USA
LZU,Gwinnett County,Lawrenceville,GA,USA
M01,General Dewitt Spain,Memphis,TN,USA
M02,Dickson Municipal,Dickson,TN,USA
M03,Dennis F Cantrell,Conway,AR,USA
M04,Covington Municipal,Covington,TN,USA
M05,Caruthersville Memorial,Caruthersville,MO,USA
M08,William L. Whitehurst,Bolivar,TN,USA
M09,Piedmont Municipal,Piedmont,MO,USA
M11,Copiah County,Crystal Springs,MS,USA
M13,Poplarville-Pearl River County,Poplarville,MS,USA
M15,Perry County,Linden,TN,USA
M16,John Bell Williams,Raymond,MS,USA
M17,Bolivar Municipal,Bolivar,MO,USA
M18,Hope Municipal,Hope,AR,USA
M19,Newport Municipal,Newport,AR,USA
M21,Muhlenberg County,Greenville,KY,USA
M22,Russellville Municipal,Russellville,AL,USA
M23,James H. Easom,Newton,MS,USA
M24,Dean Griffin Memorial,Wiggins,MS,USA
M25,Mayfield-Graves County,Mayfield,KY,USA
M27,Waldron Municipal,Waldron,AR,USA
M29,Hassel,Clifton,TN,USA
M30,Metropolis Municipal,Metropolis,IL,USA
M32,Lake Village Municipal,Lake Village,AR,USA
M33,Sumner County Regional,Gallatin,TN,USA
M34,Kentucky Dam State Park,Gilbertsville,KY,USA
M36,Frank Federer Memorial,Brinkley,AR,USA
M37,Ruleville-Drew,Drew,MS,USA
M39,Mena Intermountain Municipal,Mena,AR,USA
M40,Monroe County,Aberdeen-Amory,MS,USA
M41,Holly Springs-Marshall County,Holly Springs,MS,USA
M43,Prentiss-Jefferson Davis County,Prentiss,MS,USA
M44,Houston Municipal,Houston,MS,USA
M46,Colstrip,Colstrip,MT,USA
M48,Houston Memorial,Houston,MO,USA
M52,Franklin-Wilkins,Lexington,TN,USA
M53,Humboldt Municipal,Humboldt,TN,USA
M54,Lebanon Municipal,Lebanon,TN,USA
M58,Monett Municipal,Monett,MO,USA
M59,Richton-Perry County,Richton,MS,USA
M60,Woodruff County,Augusta,AR,USA
M65,Wynne Municipal,Wynne,AR,USA
M70,Pocahontas Municipal,Pocahontas,AR,USA
M72,New Albany-Union County,New Albany,MS,USA
M73,Almyra Municipal,Almyra,AR,USA
M75,Malta,Malta,MT,USA
M76,Picayune Municipal,Picayune,MS,USA
M77,Howard County,Nashville,AR,USA
M78,Malvern Municipal,Malvern,AR,USA
M79,John H Hooks Jr Memorial,Rayville,LA,USA
M82,Madison County Executive,Huntsville,AL,USA
M83,McCharen,West Point,MS,USA
M89,Dexter B. Florence Memorial,Arkadelphia,AR,USA
M91,Springfield-Robertson County,Springfield,TN,USA
M95,Richard Arthur,Fayette,AL,USA
M97,Tunica Municipal,Tunica,MS,USA
M99,Saline County/Watts,Benton,AR,USA
MAC,Herbert Smart Downtown,Macon,GA,USA
MAE,Madera Municipal,Madera,CA,USA
MAF,Midland International,Midland,TX,USA
MAI,Marianna Municipal,Marianna,FL,USA
MAL,Malone-Dufort,Malone,NY,USA
MAO,Marion County,Marion,SC,USA
MAW,Malden Municipal,Malden,MO,USA
MAZ,Eugenio Maria De Hostos,Mayaguez,PR,USA
MBG,Mobridge Municipal,Mobridge,SD,USA
MBL,Manistee County Blacker,Manistee,MI,USA
MBO,Bruce Campbell,Madison,MS,USA
MBS,Mbs International,Saginaw,MI,USA
MBT,Murfreesboro Municipal,Murfreesboro,TN,USA
MBY,Omar N Bradley,Moberly,MO,USA
MCB,McComb-Pike County,McComb,MS,USA
MCD,Mackinac Island,Mackinac Island,MI,USA
MCE,Merced Municipal/MacReady,Merced,CA,USA
MCG,McGrath,McGrath,AK,USA
MCI,Kansas City International,Kansas City,MO,USA
MCK,McCook Municipal,McCook,NE,USA
MCN,Middle Georgia Regional,Macon,GA,USA
MCO,Orlando International,Orlando,FL,USA
MCW,Mason City Municipal,Mason City,IA,USA
MCX,White County,Monticello,IN,USA
MCZ,Martin County,Williamston,NC,USA
MDD,Midland Airpark,Midland,TX,USA
MDF,Mooreland Municipal,Mooreland,OK,USA
MDH,Southern Illinois,Carbondale,IL,USA
MDR,Medfra,Medfra,AK,USA
MDS,Madison Municipal,Madison,SD,USA
MDT,Harrisburg Intl,Harrisburg,PA,USA
MDW,Chicago Midway,Chicago,IL,USA
MDZ,Taylor County,Medford,WI,USA
MEB,Laurinburg-Maxton,Maxton,NC,USA
MEI,Key,Meridian,MS,USA
MEJ,Meade Municipal,Meade,KS,USA
MEM,Memphis International,Memphis,TN,USA
MER,Castle,Atwater,CA,USA
MEV,Minden-Tahoe,Minden,NV,USA
MEY,Mapleton Municipal,Mapleton,IA,USA
MFD,Mansfield Lahm Municipal,Mansfield,OH,USA
MFE,McAllen Miller International,McAllen,TX,USA
MFI,Marshfield Municipal,Marshfield,WI,USA
MFR,Rogue Valley International,Medford,OR,USA
MFV,Accomack County,Melfa,VA,USA
MGC,Michigan City Municipal,Michigan City,IN,USA
MGJ,Orange Cty,Montgomery,NY,USA
MGM,Montgomery Regional Apt,Montgomery,AL,USA
MGR,Moultrie Municipal,Moultrie,GA,USA
MGW,Morgantown Muni-Walter L. Bill Hart Fld.,Morgantown,WV,USA
MGY,Dayton Wright Brothers,Dayton,OH,USA
MHE,Mitchell Municipal,Mitchell,SD,USA
MHK,Manhattan Regional,Manhattan,KS,USA
MHL,Marshall Memorial Municipal,Marshall,MO,USA
MHM,Minchumina,Minchumina,AK,USA
MHP,Metter Municipal,Metter,GA,USA
MHR,Sacramento Mather,Sacramento,CA,USA
MHT,Manchester,Manchester,NH,USA
MHV,Mojave,Mojave,CA,USA
MIA,Miami International,Miami,FL,USA
MIB,Minot AFB,NA,NA,USA
MIC,Crystal,Minneapolis,MN,USA
MIE,Delaware County,Muncie,IN,USA
MIO,Miami Municipal,Miami,OK,USA
MIT,Shafter-Minter,Shafter,CA,USA
MIV,Millville Muni,Millville,NJ,USA
MIW,Marshalltown Municipal,Marshalltown,IA,USA
MJQ,Jackson Municipal,Jackson,MN,USA
MJX,Robert J. Miller Airpark,Toms River,NJ,USA
MKA,Miller Municipal,Miller,SD,USA
MKC,Downtown,Kansas City,MO,USA
MKE,General Mitchell International,Milwaukee,WI,USA
MKG,Muskegon County,Muskegon,MI,USA
MKJ,Mountain Empire,Marion,VA,USA
MKK,Molokai,Kaunakakai,HI,USA
MKL,McKellar-Sipes Regional,Jackson,TN,USA
MKO,Davis,Muskogee,OK,USA
MKT,Mankato Regional,Mankato,MN,USA
MKV,Marksville Municipal,Marksville,LA,USA
MKY,Marco Island,Marco Island,FL,USA
MLB,Melbourne International,Melbourne,FL,USA
MLC,McAlester Regional,McAlester,OK,USA
MLE,Millard,Omaha,NE,USA
MLF,Milford Municipal,Milford,UT,USA
MLI,Quad City,Moline,IL,USA
MLJ,Baldwin County,Milledgeville,GA,USA
MLL,Marshall,Marshall,AK,USA
MLS,Frank Wiley,Miles City,MT,USA
MLT,Millinocket Municipal,Millinocket,ME,USA
MLU,Monroe Regional,Monroe,LA,USA
MLY,Manley Hot Springs,Manley Hot Springs,AK,USA
MMH,Mammoth Yosemite,Mammoth Lakes,CA,USA
MMI,McMinn County,Athens,TN,USA
MMK,Meriden-Markham Municipal,Meriden,CT,USA
MML,Marshall Muni - Ryan,Marshall,MN,USA
